p,acc_noisy,gibbs_overall,gibbs_foreground,gibbs_balanced,ms_gibbs,mf_overall,mf_foreground,mf_balanced,ms_mf,lbp_overall,lbp_foreground,lbp_balanced,ms_lbp,lbp_conv_rate
0.05,0.9504081632653062,0.9828061224489795,0.9512405824705019,0.9687562751279196,4.017220005625859,0.9862500000000002,0.9549317319267717,0.9723752219467413,3.27351399930194,0.9854591836734694,0.9545479599969472,0.971764369812768,3.514674004400149,1.0
0.1,0.8996938775510205,0.9736479591836733,0.8848555513352722,0.9338762645006305,3.9465639961417764,0.9751020408163265,0.8929000021130803,0.938353526849179,3.7271459971088916,0.9748469387755102,0.8884929289936864,0.936226153178999,4.664136009523645,1.0
0.2,0.8011224489795918,0.9423724489795917,0.6201842649539722,0.7989648138709953,4.007568004308268,0.950688775510204,0.6714833804631571,0.8263399305917468,3.7970759975723922,0.9480357142857143,0.6256562612672774,0.8043402750401747,10.312655997695401,1.0
